attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,description,top_review,ID
Walnut Ridge Nursery and Garden Center,"2108 Hamburg Pike, Jeffersonville, IN 47130-6318",47130,4,1,https://www.tripadvisor.com/Attraction_Review-g37216-d13657122-Reviews-Walnut_Ridge_Nursery_and_Garden_Center-Jeffersonville_Indiana.html,Walnut Ridge Nursery and Garden Center,"Great staff, great selection and great service.  WHat better combination can you ask for.  Look for sales, and the wide variety of flowers, plants shrubs and trees.",2940
Bridge View CrossFit,"130 W Riverside Dr, Jeffersonville, IN 47130-3168",47130,4,1,https://www.tripadvisor.com/Attraction_Review-g37216-d19965657-Reviews-Bridge_View_CrossFit-Jeffersonville_Indiana.html,Bridge View CrossFit,"What more can I say? I stopped into Bridge View Crossfit for a WOD while in the area for business. I am a travelling Crossfitter and I'm always amazed to see what's happening in the Crossfit Community where I travel. Bridge View Crossfit is an elite level Box, where the folks train hard. I was welcomed right away by members and Coach Justin. We followed the METCOM schedule for our WOD that day. It was a great workout on a hot summer day and I have to say they have some exceptionally trained members at this location. The Coaches are world calls and the members train hard. I was gassed after the WOD and left with a very positive impression of the community in Jeffersonville.",3218
Spa Natur,"228 E Court Ave, Jeffersonville, IN 47130-3410",47130,5,1,https://www.tripadvisor.com/Attraction_Review-g37216-d14084311-Reviews-Spa_Natur-Jeffersonville_Indiana.html,Spa Natur,"Spa Natur is a great spa! I had the pleasure of having a wonderful massage there with Amanda. The atmosphere is aesthetically pleasing and relaxing. The staff were all friendly and efficient. They have good prices and occasionally a Groupon. My massage was a mixture of Swedish, deep tissue, foot, a foot scrub, and a scalp massage/treatment. I highly recommend Spa Natur.",3371
South Harrison Park,"8750 S Harrison Park Dr SE, Laconia, IN 47135-9466",47135,5,1,https://www.tripadvisor.com/Attraction_Review-g37240-d6027939-Reviews-South_Harrison_Park-Laconia_Indiana.html,"This park is the go to place for a little peace and quiet. This luscious 220-acre woodland garden is located between Elizabeth and Laconia, Indiana. The newly renovated camping area draws campers from all parts of the country. Enjoy our pool, trails, picnicking and much more. There is an entry fee of $6 for non-residents of Harrison County, Indiana.","This municipal park is wonderful. Suitable for all types of activities- from Tennis to Hiking, to a bird zoo, to waddle pool. We rented a canoe for a short trip around the grounds and it was fabulous. ",1098
Chariot Run Golf Course,"8191 Chariot Run Dr SE, Laconia, IN 47135-9464",47135,5,15,https://www.tripadvisor.com/Attraction_Review-g37240-d7057804-Reviews-Chariot_Run_Golf_Course-Laconia_Indiana.html,"One of the Region's TOP public championship courses, Chariot Run at Horseshoe Southern Indiana is a spectacular equestrian-themed golf course with 18 holes and more than 7,200 yards of exciting golf. This course features bent grass greens, sparkling lakes, lush fairways, and beautiful trees. Both the serious player and the novice will appreciate Chariot Run's stirring beauty and unique challenges. In addition, guests will also enjoy the state-of-the-art clubhouse complete with a pro shop and dining room.",,1720
Walter Q. Gresham Park,"7570 Main St NE, Lanesville, IN 47136-8614",47136,4,2,https://www.tripadvisor.com/Attraction_Review-g37251-d6027933-Reviews-Walter_Q_Gresham_Park-Lanesville_Indiana.html,"This park offers a great place to relax and enjoy nature. Reserve its shelter house, take a walk, picnic, or just bring the kids to play on the playground!","Home of the Lanesville Heritage Festival.  For the festival, it is pretty busy with food vendors and activities.  Outside of the festival it is a nice park for walking or watching high school baseball.",1389
Wyandotte Caves,"7315 S Wyandotte Cave Rd, Leavenworth, IN 47137-7006",47137,4.5,21,https://www.tripadvisor.com/Attraction_Review-g37260-d1069641-Reviews-Wyandotte_Caves-Leavenworth_Indiana.html,Wyandotte Caves,"I really don't know just what rating to put on this review,because Wyandotte Cave was totally abandoned we we went by there on our way to the Leavenworth,IN Overlook Restaurant. Everything was closed up tight,with grass and weeds growing up thru the cracks in the parking lot. On the plus side of your visit,the IDNR has built a brand new restroom right next to the parking lot. It was unlocked and a welcome sight. I'm glad the IDNR is protecting the bats and there is always Marengo Cave right down the road from Wyandotte Cave.",536
Stephenson's General Store,"618 W State Road 62, Leavenworth, IN 47137-7032",47137,4.5,30,https://www.tripadvisor.com/Attraction_Review-g37260-d2350522-Reviews-Stephenson_s_General_Store-Leavenworth_Indiana.html,General Store,Dropped in with a group of 14 teens and they really enjoyed it.  The cooling casket especially had their attention.  Very pleasant visit with the owners.,1712
Walter's Pub,"1153 W State Road 62, Leavenworth, IN 47137-2213",47137,4,5,https://www.tripadvisor.com/Attraction_Review-g37260-d5834952-Reviews-Walter_s_Pub-Leavenworth_Indiana.html,Walter's Pub,"Enjoy the views, take in the scenery.  Order take out from upstairs at the Overlook and bring it down to Walters for more variety.",2604
The Marengo Tavern,"350 S Depot St, Marengo, IN 47140-3114",47140,5,1,https://www.tripadvisor.com/Attraction_Review-g37291-d5832905-Reviews-The_Marengo_Tavern-Marengo_Indiana.html,The Marengo Tavern,,2839
Squire Boone Caverns,"100 Squire Boone Rd SW, Mauckport, IN 47142-9116",47142,4.5,215,https://www.tripadvisor.com/Attraction_Review-g37300-d1069623-Reviews-Squire_Boone_Caverns-Mauckport_Indiana.html,"Squire Boone Caverns is a natural wonder attraction that provides guests a respite from their plugged-in, technology heavy lives. Squire Boone, American pioneer and legend, discovered the caverns in 1790 and soon built a thriving settlement centered around Boone's Mill, which is still operating today. Rich in history and geological wonders, guests to the Caverns will leave with plans to visit again and again. Along with the cave tour and Historic Boone's Mill, activities at the Caverns include: Indiana's Largest Rock Shop and Gem-Mining Sluice, the Soap Shop, Hannah Boone's Candle Shop, homemade sweets and savory lunch options at the kitchen and a nature trail to simply take some time out. For the adventurous, make a reservation for the Squire Boone Caverns Zipline Adventure. The tree-top canopy course is family-friendly (a smaller zipline course is available for those who may not meet the height requirements). The complete tour through the beautiful grounds at Squire Boone Caverns includes 6 canopy zip lines and a swinging suspension bridge. Squire Boone Caverns Zipline Adventures is ACCT (Association for Challenge Course Technology) certified for installation, maintenance and operation, so you can feel secure and concentrate on having fun!","We drove 6 hours to the cave today only to find out it was closed. As we came upon the entrance road, there was a sign in the middle of the road saying the road was closed due to flooding. ",23
Culbertson Mansion State Historic Site,"914 E Main St, New Albany, IN 47150-5841",47150,4.5,65,https://www.tripadvisor.com/Attraction_Review-g37364-d4759007-Reviews-Culbertson_Mansion_State_Historic_Site-New_Albany_Indiana.html,"Admire this masterpiece of Victorian artistry nestled on the Ohio River and discover how the Culbertson family's legacy of benevolence lives on today. This location is part of the Indiana State Museum and Historic Sites, a statewide museum system with 12 locations.","We made a side trip to New Albany following reading an Article in the Jul/Aug/Sep 2023 AAA magazine. The Culbertson mansion was on the top of our list of things we wanted to see. We called ahead before checking into our Hotel and the gentleman who answered, invited us to come early, ahead of 2 PM tour. Shelby was a sweet young lady, who gave us an excellent personal tour of the home with many facts on the history of the family and the transition of the home over the years. Amazing renovation to what most of the home was in its early great days! I highly recommend this if you are in the area!",253
Antiques Attic,"145 E Market St, New Albany, IN 47150-3432",47150,4,9,https://www.tripadvisor.com/Attraction_Review-g37364-d4400687-Reviews-Antiques_Attic-New_Albany_Indiana.html,"(812) 941-0437, open 11 to 5 EST.",They have a nice variety of antiques with a number of really nice Halloween and Christmas items to choose from. It’s bright and airy with friendly staff. My wife and I come in here whenever we are in New Albany. Sometimes we come away with a nice find.,559
New Albany-Floyd County Public Library,"180 W Spring St, New Albany, IN 47150-3649",47150,5,4,https://www.tripadvisor.com/Attraction_Review-g37364-d14970203-Reviews-New_Albany_Floyd_County_Public_Library-New_Albany_Indiana.html,New Albany-Floyd County Public Library,"Our library and it's diverse branches are a real asset to the community.  From the main branch to the Galena branch, & the Carnegie Center fo Art & History, each experience is professional & worth atending.",572
Riverfront Amphitheater,"201 E. Water St., New Albany, IN 47150",47150,5,1,https://www.tripadvisor.com/Attraction_Review-g37364-d11648296-Reviews-Riverfront_Amphitheater-New_Albany_Indiana.html,Riverfront Amphitheater,"We enjoy walking our dogs here.  Watching the sun twinkle on the river.  The tug boats and barges and the engineers on the trains wave.  Our grandkids enjoy the playground and acting like superstars on the stage.  Sometimes when I pass by, I stop for a short (or long) walk.  You can sit on the stadium seating and look out over the river.  Or walk over the tracks and do a little window shopping in the cute shops in New Albany.  Then sit outside on the patios of many restaurants and have a glass of wine.",812
Kevin Hammersmith Memorial Park,"4400 Lewis Endres Pkwy, New Albany, IN 47150-8552",47150,5,1,https://www.tripadvisor.com/Attraction_Review-g37364-d16132764-Reviews-Kevin_Hammersmith_Memorial_Park-New_Albany_Indiana.html,Kevin Hammersmith Memorial Park,This is a good park for a nice walk that will take around 20 minutes. Includes a wooded area that goes up a small incline. Good playground for the kids and good ballfields for little leagues. A splash park is on the agenda for this park as well.,1019
New Albany National Cemetery,"1943 Ekin Ave, New Albany, IN 47150-1749",47150,4.5,2,https://www.tripadvisor.com/Attraction_Review-g37364-d13137356-Reviews-New_Albany_National_Cemetery-New_Albany_Indiana.html,New Albany National Cemetery,"I used to work a mile away from this cemetery and never realized it. It’s a small well kept national cemetery created during the Civil War in 1862. It’s located in a nice residential area off of Vincennes Street and should take 15-30 minutes to visit and pay your respects. On another note the previous reviewer was in error claiming that New Albany was made the site for the cemetery over Louisville as New Albany was the bigger of the two cities. Louisville’s population in 1860 was over 71,000 people compared to less than 13,000 people in New Albany. That is not to lessen the importance of New Albany as it was also part of the Underground Railroad helping slaves to seek freedom from the slave state of Kentucky.",1037
J&B Magic Shop and Theater,"129 E Spring St, New Albany, IN 47150-3434",47150,5,15,https://www.tripadvisor.com/Attraction_Review-g37364-d17781475-Reviews-J_B_Magic_Shop_and_Theater-New_Albany_Indiana.html,"Everywhere you look, MAGIC is more popular than it has ever been, especially online. However, great magic is something that truly needs to be experienced live, up close, that you are part of. With this vision, we have built a 30 seat immersive, close-up magic theater to New Albany, Indiana, only 10 Minutes from downtown Louisville, Kentucky. We are also a full service magic shop featuring magic props, books, and instructions for both beginners and advanced performers. We also stock a selection of Hanayama puzzles, lock picks, escape tools, puzzle boxes, gags and novelties.","I’ve visited J&B Magic Shop several times, driving to New Albany, IN from the Columbus, OH area; but this last visit was on the way back to Ohio from Tennessee and for the first time, I got to see the new location. The new location is still on Spring Street, several blocks down and on the other side of the street from the original location. It’s got more room and I like how the front window and door to the shop identifies it as a magic shop. On my latest visit, Brent was consulting with a client, so I didn’t get to talk with him, or see the theater area of the new place; so I’ll have to save that for a future review. The service at J&B Magic shop is always great. They are friendly and helpful and they are not going to sell you something that’s ‘junk’ or that they know is outside your scope of skill or style.  They will, however, make excellent, professional and honest suggestions for things that will fit well with your personal style and/or skill level, or that they think will help get you successfully to the ‘next level’ of your magic performance. They are dedicated to providing better magic and helping magicians create better magic. So whether you’re a seasoned professional, hobbyist, beginner or just curious about magic, this is a great place to go. And their online services are just as good; so in between visits to the physical shop, you can still interact with J&B Magic!  I’m always looking for opportunities to make the trip to J&B Magic and support them by making regular purchases. And the personal attention and friendly service I always get from the staff have me already looking forward to my next visit!",1787
Sukhino Float Center & Salt Cave,"802 E Market St Bsmt Level, New Albany, IN 47150-2918",47150,5,4,https://www.tripadvisor.com/Attraction_Review-g37364-d23383469-Reviews-Sukhino_Float_Center_Salt_Cave-New_Albany_Indiana.html,"Looking to relieve pain, reduce stress, overcome anxiety and depression, find deep breath? Our unexpected oasis in New Albany offers a break from the busy world. Try float therapy, halotherapy, and infrared stone therapy to help you find peace","Before my visit to the Sukhino Float Center & Salt Cave, I was initially anxious - having never experienced a salt cave before, I was uncertain about what to expect. However, the moment I stepped in the front door, my anxiety melted away. The staff were incredibly welcoming and their kindness and professionalism immediately put me at ease. Their caring approach and extensive knowledge made all my worries disappear, and I felt like I was in the most capable hands.",1882
Regal New Albany Stadium 16,"300 Professional Ct, New Albany, IN 47150-8405",47150,3.5,23,https://www.tripadvisor.com/Attraction_Review-g37364-d9861578-Reviews-Regal_New_Albany_Stadium_16-New_Albany_Indiana.html,Regal New Albany Stadium 16,"We recently visited this theater for the first time for a Fathom Event.  Sadly, the event (35th Anniversary of Star Trek IV: The Voyage Home) was terribly under-attended.  ",2048
Madhouse,"151 E Spring St, New Albany, IN 47150-3434",47150,5,2,https://www.tripadvisor.com/Attraction_Review-g37364-d12804554-Reviews-Madhouse-New_Albany_Indiana.html,Madhouse,,2471
Ogle Center,"4201 Grant Line Rd, New Albany, IN 47150-2158",47150,5,1,https://www.tripadvisor.com/Attraction_Review-g37364-d17644296-Reviews-Ogle_Center-New_Albany_Indiana.html,"The Ogle Center is Southern Indiana's center for the performing and visual arts on the IU Southeast campus in New Albany, presenting professional, nationally-touring acts, performances by the Louisville Orchestra, a free Children & Family Series, speakers, lectures, and student & faculty performances by the IU Southeast Music and Theatre Departments.","My wife and I  both received our Masters degrees from this university campus and have attended numerous events at the Ogle Center. This is amazing facility and provides two top notch auditoriums for concerts and recitals. In addition, it has a well-equipped but, frankly, unusually designed thrust stage theater. It probably drives the set designer crazy.",2687
Pure Barre,"4317 Charlestown Rd Suite 9, New Albany, IN 47150-8506",47150,3.5,3,https://www.tripadvisor.com/Attraction_Review-g37364-d12163148-Reviews-Pure_Barre-New_Albany_Indiana.html,Pure Barre,The service is fine but if you ever want to pause don’t! They will bill you $15 monthly to pause even if they say otherwise. In our situation they left out there was any fee and before we paused our account.,3020
Beck's Mill,"4522 S Becks Mill Rd, Salem, IN 47167-8135",47167,4.5,24,https://www.tripadvisor.com/Attraction_Review-g37503-d4603978-Reviews-Beck_s_Mill-Salem_Indiana.html,Beck's Mill,My husband and I took the tour this summer. The grounds are beautiful and the tour guides were very passionate about the mill. They were very informative and the tour included videos and pictures documenting the mill from the time it was in disrepair to its current state. After the tour you are welcome to walk the grounds.,995
The depot railroad museum,"206 S College Ave, Salem, IN 47167-1304",47167,4.5,14,https://www.tripadvisor.com/Attraction_Review-g37503-d4471734-Reviews-The_depot_railroad_museum-Salem_Indiana.html,The depot railroad museum,What a surprise! We're rail buffs and have been to many railroad museums. This one is top notch - a real tribute to the Monon! In addition there is a giant HO layout in the basement - a recreation of Salem and Washington County. Great place to stop and visit.,1094
The Destination Antiques,"206 N Harristown Rd, Salem, IN 47167-6311",47167,5,3,https://www.tripadvisor.com/Attraction_Review-g37503-d5504537-Reviews-The_Destination_Antiques-Salem_Indiana.html,The Destination Antiques,"The Destination Antiques is such a charming shop. Couched between fields and housed in a renovated barn, it's charm is matched only by the warmth of the owners. It's arranged in a delightful way that allows exploring while simultaneously highlighting unique items. You could spend hours poking around the shop and would be sure to find something both fun and affordable. A must-do for the area.",1245
Hunter's Ridge Winery,"9945 E Garrison Hollow Rd, Salem, IN 47167-6160",47167,4.5,3,https://www.tripadvisor.com/Attraction_Review-g37503-d13494222-Reviews-Hunter_s_Ridge_Winery-Salem_Indiana.html,Hunter's Ridge Winery,"This place is in the country. Sit on the back porch and enjoy a bottle of one of their many excellent wines. The people who own this place and work here are very friendly and informative about how they make their wines. We just enjoy hanging out there.  In the summer, they stay open later in the evening on Friday and Saturday!",1299
The John Hay Center,"307 E Market St, Salem, IN 47167-2119",47167,5,16,https://www.tripadvisor.com/Attraction_Review-g37503-d3809538-Reviews-The_John_Hay_Center-Salem_Indiana.html,The John Hay Center,"I loved the first floor exhibits. There were so many details. Who saved all this stuff and how did it manage to get in a museum? I liked looking at the doctor's office display and the parlor with the square piano. Upstairs one room had sports items; there was an old basketball outfit, with the shorts and the warmup jacket.  The log cabin village outside was interesting and very pretty. Didn't have time to go through it. ",1466
West Side Tavern,"1117 W Mulberry St, Salem, IN 47167-1560",47167,5,1,https://www.tripadvisor.com/Attraction_Review-g37503-d15018244-Reviews-West_Side_Tavern-Salem_Indiana.html,"West Side Tavern, in Salem, IN, is the area's premier bar serving Scottsburg, Brownstown, French Lick and surrounding areas. We offer weekly drink specials, live bands on Saturday nights, Karaoke on Wednesdays and much more. For more information, contact West Side Tavern in Salem.",,2768
Goat Milk Stuff,"76 S Lake Rd N, Scottsburg, IN 47170-6819",47170,4.5,108,https://www.tripadvisor.com/Attraction_Review-g37513-d7793118-Reviews-Goat_Milk_Stuff-Scottsburg_Indiana.html,"We are pleased to welcome visitors back to Goat Milk Stuff! While the pandemic took its toll on our offerings, it also afforded us time to renovate the Farm Store for a whole new experience! Not to worry, you can still snuggle baby goats, tour the farm, and enjoy our luscious caramel treats. Oh, and don't forget the fantastic soaps that started it all! We began Goat Milk Stuff in 2008 out of a very simple desire - to share our natural goat milk soap with others. We don't use chemicals on our skin and we don't think you should have to either. The soap was so popular, PJ hired the entire family, and then some! Stop in and be encouraged, entertained and enthralled by all the goodness of dairy goats!","What a great experience.  Very interesting and informative tour and a lot of hands on with goats, cats, rabbits, puppies and dogs.  I am an animal lover so this was a fun opportunity to get close to the “critters.”  This working farm makes several products from the goats’ milk, which are available in their store, at reasonable prices.  This is a family run business and believe me, it looks like hard work.  Very friendly people, very clean environment and lots of critters 🐐.  Enjoy!",668
Silver Creek Township Park,"249 N Fern St, Sellersburg, IN 47172-1422",47172,4.5,11,https://www.tripadvisor.com/Attraction_Review-g37516-d8516479-Reviews-Silver_Creek_Township_Park-Sellersburg_Indiana.html,Silver Creek Township Park,,582
Fuzzy Zoeller's Covered Bridge Golf Club,"12510 Covered Bridge Rd, Sellersburg, IN 47172-9694",47172,4.5,39,https://www.tripadvisor.com/Attraction_Review-g37516-d3547910-Reviews-Fuzzy_Zoeller_s_Covered_Bridge_Golf_Club-Sellersburg_Indiana.html,"Covered Bridge is a Fuzzy Zoeller- designed 18-hole coursenestled on a gently rolling plain at the foot of Southern Indiana's famous Floyds Knobs. Each hole has been laid out to emphasize the natural beauty of the landscape and panorama. The par 72 circuit features five lakes, a meandering creek and is pleasantly forested. Greens are gently contoured and trap placement is challenging but not punishing. Paved cart paths connect all tees and carts can be driven anywhere on the course's Zoysia grass fairways. Each hole offers a choice of four separate tees matching the course to the ability level of any player.","Really enjoyable.  Challenging but forgiving for a duffer like me.  Had a hard time finding the website.  Most sites have the wrong URL.  When Fuzzy sold his interest in the club, they changed the website address and many travel/golf sites still have not caught up a year later.",1754
Hidden Creek Golf Club,"4975 Utica Sellersburg Rd, Sellersburg, IN 47172-9325",47172,4.5,6,https://www.tripadvisor.com/Attraction_Review-g37516-d10110779-Reviews-Hidden_Creek_Golf_Club-Sellersburg_Indiana.html,Hidden Creek Golf Club,"One of the best courses around for the price and conditions.Always in great shape and ran very well,under a 4 hour round every time. The pro talks to people and makes you feel at home.Cold beer and $30.00 for seniors.Good time.",3407
Red Hill Fiber Mill & Alpaca Farm,"2708 N Red Hill Rd, Taswell, IN 47175-7515",47175,5,1,https://www.tripadvisor.com/Attraction_Review-g656914-d23311986-Reviews-Red_Hill_Fiber_Mill_Alpaca_Farm-Taswell_Indiana.html,"We are a real working fiber farm and fiber mill! Our animals are very friendly, but please remember, we are not a petting zoo. If the animals do not want to interact, we will not force them. You will learn about their daily routines, the history of alpacas, and of course – all about their fiber. We offer public and private tours, which can be booked directly on our website! If you're passing through, you're welcome to stay with us in your fully contained RV - or pop up a tent and enjoy the nature!","We had a wonderful time meeting the alpacas and touring the working fiber mill. It was an exceptional experience getting to interact with the animals, feeding them treats  and petting them while learning all about the breed from mill owners Lindsey and Ty. They were  eager to share thier extensive knowledge about alpacas and everything that goes into producing their sustainable fiber. Their passion for what they do is very apparent! The farm tour was informative as well as fun and at the end we got to spend some time in the farm store located in the mill. There was a great selection of items made from alpaca fiber to choose from and a line of deliciously smelling candles created especially for their farm along with other various novelties. I highly recommend picking up a pair or several of their alpaca socks. They are the absolute best! This was an experience the whole family enjoyed!",2676
Zaharakos Ice Cream Parlor and Museum,"329 Washington St, Columbus, IN 47201-6743",47201,4.5,431,https://www.tripadvisor.com/Attraction_Review-g37027-d4773036-Reviews-Zaharakos_Ice_Cream_Parlor_and_Museum-Columbus_Indiana.html,Zaharakos Ice Cream Parlor and Museum,We came in for a late lunch - early dinner. We enjoyed our sandwiches but especially enjoyed the ice cream. You definitely need to look around the restaurant and store.,65
Columbus Visitors Center,"506 5th Street, Columbus, IN 47201-6225",47201,5,520,https://www.tripadvisor.com/Attraction_Review-g37027-d2169855-Reviews-Columbus_Visitors_Center-Columbus_Indiana.html,"See the architecture that made Columbus, Indiana famous. Find out why the American Institute of Architects ranked Columbus 6th in the nation for innovation and design with significant structures and works of art by modern masters such as Eero Saarinen, I.M.Pei, Robert Venturi, Robert A.M. Stern and Henry Moore, Jean Tinguely, and Dale Chihuly. Check out guided tours at The Columbus Visitors Center at 506 5th Street. Tour dates and times vary by seasons, please visit website to see availability and make reservations.",Columbus is a gem and we continue to return.  This time we took both the architecture tour and Miller House tour.  Both were excellent and the tour guides informative.  Visitor center staff very helpful and friendly.  Pre-tour videos set the stage splendidly≥  We will do both again.,154
Mill Race Park,"50 Carl Miske Drive, Columbus, IN 47201",47201,4.5,158,https://www.tripadvisor.com/Attraction_Review-g37027-d1070757-Reviews-Mill_Race_Park-Columbus_Indiana.html,Mill Race Park,"I was visiting Columbus and went for a nice run in the park and the riverfront walking path.  Located on the north end of town and 5th street, it's also along the river.  There is a tower that has great views of Columbus, looking down 5th Street.",169
kidscommons,"309 Washington St, Columbus, IN 47201-6743",47201,4.5,97,https://www.tripadvisor.com/Attraction_Review-g37027-d2191620-Reviews-Kidscommons-Columbus_Indiana.html,"Mission Statement: A fun, safe, and inviting place, kidscommons nurtures exploration, collaboration, and creativity within all children and their caregivers. It is a place to learn about our community and our world. 

Vision: kidscommons will be a vibrant learning hub that enriches the life of every child.",Restaurants,256
First Christian Church,"531 5th St, Columbus, IN 47201-6224",47201,4.5,41,https://www.tripadvisor.com/Attraction_Review-g37027-d673333-Reviews-First_Christian_Church-Columbus_Indiana.html,First Christian Church,This is the beginning of the renaissance of modern Architecture in Columbus. hen I first sa it I thought it as almost ugly. hen the concepts were described to us and we went inside I came to love everything about it. This alone is worth the price of the tour. Must either read up on it or take the tour and have it explained.  ,273
Bartholomew County Veteran's Memorial,"Courthouse Square Next to the County Courthouse, Columbus, IN 47201",47201,4.5,74,https://www.tripadvisor.com/Attraction_Review-g37027-d7202486-Reviews-Bartholomew_County_Veteran_s_Memorial-Columbus_Indiana.html,Bartholomew County Veteran's Memorial,Next to the County courthouse. Beautifully done. Letters from service men ho passed are on the columns. ,289
The Commons,"300 Washington St, Columbus, IN 47201-6744",47201,4.5,145,https://www.tripadvisor.com/Attraction_Review-g37027-d2350790-Reviews-The_Commons-Columbus_Indiana.html,The Commons,Spent time here on a hot day and kids needed a break after all the walking.  Worth a visit.  Cool air recharged the kids for more walking.  ,371
Bartholomew County Library,"536 5th St, Columbus, IN 47201-6225",47201,4.5,32,https://www.tripadvisor.com/Attraction_Review-g37027-d6726186-Reviews-Bartholomew_County_Library-Columbus_Indiana.html,Bartholomew County Library,,742
Donner Park,"739 22nd St, Columbus, IN 47201",47201,4.5,8,https://www.tripadvisor.com/Attraction_Review-g37027-d10191969-Reviews-Donner_Park-Columbus_Indiana.html,Donner Park,,777
St. Peter's Lutheran Church,"719 5th St, Columbus, IN 47201-6306",47201,4.5,18,https://www.tripadvisor.com/Attraction_Review-g37027-d673342-Reviews-St_Peter_s_Lutheran_Church-Columbus_Indiana.html,St. Peter's Lutheran Church,"We drive by this church just about every day. Curiosity finally got the better of us, and we asked a friend who attends the church to show us the sanctuary within. The sanctuary's exterior is certainly memorable - its 200 ft spire soars and is quite distinctive with its patinated copper cladding. The brick and concrete, mostly barrel-shaped building beneath evinces the circular sanctuary within. The sanctuary has stepped pews arranged in basically a semi-circle around a raised platform at the front where the pulpit stands. ",1008
St. Bartholomew Catholic Church,"1306 27th St, Columbus, IN 47201-3101",47201,4.5,33,https://www.tripadvisor.com/Attraction_Review-g37027-d673349-Reviews-St_Bartholomew_Catholic_Church-Columbus_Indiana.html,St. Bartholomew Catholic Church,"This is structurally a lovely church from the inside and outside. The sanctuary has gorgeous windows and an interesting ceiling. The hall outside the sanctuary has a permanent fountain and copper bowl for holy water that is developing lovely patina and deposits on the edges. The landscaping includes the stations of the cross in an outdoor, private setting.",1086
Lincoln Park,"25th Street, Columbus, IN 47201",47201,4,4,https://www.tripadvisor.com/Attraction_Review-g37027-d12870446-Reviews-Lincoln_Park-Columbus_Indiana.html,Lincoln Park,"Have driven past here many times over the years and walked by it on the People Trail, but hadn't actually looked around until today. ",1091
Columbus Indiana Philharmonic,"315 Franklin St, Columbus, IN 47201-6731",47201,4,1,https://www.tripadvisor.com/Attraction_Review-g37027-d12870442-Reviews-Columbus_Indiana_Philharmonic-Columbus_Indiana.html,Columbus Indiana Philharmonic,,1237
Fairoaks Mall,"2380 25th St, Columbus, IN 47201-3719",47201,1.5,6,https://www.tripadvisor.com/Attraction_Review-g37027-d12867669-Reviews-Fairoaks_Mall-Columbus_Indiana.html,Fairoaks Mall,The mall is being rebuilt into a sports complex with hospital offices on the West end. Eventually it will be very nice with some retail and several restaurants but right not there are just a couple of stores and a couple of restaurants. It is open for inside walking Mon - Sat from 7AM to 7PM.,1238
The Crump Theater,"423 3rd St, Columbus, IN 47201-6721",47201,2.5,2,https://www.tripadvisor.com/Attraction_Review-g37027-d12867545-Reviews-The_Crump_Theater-Columbus_Indiana.html,The Crump Theater,It is closed and very damaged . So sad . ,1290
Noblitt Park,"17th Street, Columbus, IN 47201",47201,3.5,3,https://www.tripadvisor.com/Attraction_Review-g37027-d12870386-Reviews-Noblitt_Park-Columbus_Indiana.html,Noblitt Park,,1332
Bartholomew County Historical Society,"524 3rd St, Columbus, IN 47201-6724",47201,4.5,3,https://www.tripadvisor.com/Attraction_Review-g37027-d16866832-Reviews-Bartholomew_County_Historical_Society-Columbus_Indiana.html,Bartholomew County Historical Society,"Even as a hometown resident, I love this museum. the staff is always so helpful and they provide invaluable tid-bits of information that showcase how special Columbus really is. Stop in for mas, tours of historic downtown, or pick up great local souvenirs and crafts.",1488
Escape 812,"331 Franklin St, Columbus, IN 47201-6777",47201,5,26,https://www.tripadvisor.com/Attraction_Review-g37027-d11827677-Reviews-Escape_812-Columbus_Indiana.html,"Escape 812 is located in downtown Columbus Indiana as the first and premier experience. Great for team building, corporate events, date night, or just for fun!",,1635
Yes Cinema,"328 Jackson St, Columbus, IN 47201-6708",47201,5,8,https://www.tripadvisor.com/Attraction_Review-g37027-d7655899-Reviews-Yes_Cinema-Columbus_Indiana.html,Yes Cinema,"clean, smaller, cinema (two screens) but comfortable seats and affordable snacks and EVERYONE gets in for 5.00!",1668
The Garage Pub and Grill,"308 4th St, Columbus, IN 47201-6726",47201,4.5,16,https://www.tripadvisor.com/Attraction_Review-g37027-d5832253-Reviews-The_Garage_Pub_and_Grill-Columbus_Indiana.html,"Low-key bar & grill offering tap beers, homey comfort fare, live music, trivia & karaoke nights. Tuesday - Live Trivia 7p - 9p Wednesday - Live Acoustic 7p - 10p Thursday - Live Karaoke at 8:30p Friday & Saturday - Live Entertainment at 9p Sunday - Jazz at 5p - 8p",,1683
Blondie's Tan & Spa,"808 3rd St Suite A, Columbus, IN 47201-2402",47201,4.5,13,https://www.tripadvisor.com/Attraction_Review-g37027-d6376111-Reviews-Blondie_s_Tan_Spa-Columbus_Indiana.html,"At Blondie's Tan & Spa, our focus is getting you the results you need to look and feel better. Whether it is soothing aching muscles, improving the skin, or enhancing your features through one of our cosmetic treatments, we're sure you'll agree that we produce amazing results.",I enjoy going to Blondie's to get my eyelash extensions done by Sidney! I am looking forward to getting hair extensions next week!! You will feel at home at Blondie's!!♥️,2007
Viewpoint Books,"548 Washington St, Columbus, IN 47201-6230",47201,4.5,3,https://www.tripadvisor.com/Attraction_Review-g37027-d13565723-Reviews-Viewpoint_Books-Columbus_Indiana.html,Viewpoint Books,My young adult granddaughters and their mom loved this store. They found several books in the separate genres they love. We're going back tomorrow to pick up one more title. ,2298
